"Time","C1_39.05nM","C2_78.12nM","C3_156.2nM","C4_312.5nM","C5_625nM","C6_1250nM","C7_2500nM","C8_5000nM"
637.94,0.415985,1.94254,3.88293,7.51712,15.9064,31.8137,53.0917,85.3129
638.04,0.415985,1.93942,3.8927,7.51712,15.9064,31.8137,53.0847,85.3129
638.14,0.415985,1.94644,3.8927,7.51242,15.9064,31.809,53.0847,85.3129
638.24,0.411285,1.94644,3.88959,7.5054,15.9033,31.8019,53.0815,85.3098
638.34,0.404266,1.94644,3.88489,7.5054,15.8986,31.8019,53.0866,85.3051
638.44,0.401154,1.94644,3.888,7.5054,15.8986,31.8019,53.0866,85.3051
638.54,0.396454,1.94644,3.8927,7.5054,15.8986,31.8019,53.0866,85.3051
638.64,0.406219,1.95621,3.8927,7.50034,15.8986,31.8019,53.0819,85.3051
638.74,0.415985,1.96127,3.91223,7.51712,15.9083,31.8117,53.0847,85.3246
638.84,0.40152,1.94449,3.89935,7.50735,15.8939,31.8019,53.0749,85.3101
638.94,0.394501,1.93979,3.89465,7.50735,15.8966,31.8019,53.0749,85.3031
639.04,0.394501,1.93277,3.89465,7.50735,15.9013,31.8019,53.0749,85.3098
639.14,0.394501,1.93277,3.89465,7.5007,15.9083,31.8019,53.0749,85.3051
639.24,0.410919,1.93942,3.89465,7.50229,15.9036,31.8019,53.0847,85.3051
639.34,0.417944,1.93472,3.89465,7.49759,15.8966,31.8019,53.0847,85.3051
639.44,0.427698,1.94448,3.90441,7.50735,15.9161,31.8215,53.0944,85.3246
639.54,0.413239,1.93473,3.90442,7.50736,15.9064,31.8117,53.0944,85.3148
639.64,0.406219,1.93472,3.90442,7.50735,15.9064,31.8117,53.0944,85.3101
639.74,0.406219,1.94449,3.90442,7.49759,15.9064,31.8117,53.0913,85.3078
639.84,0.406219,1.93979,3.90442,7.49759,15.9064,31.8117,53.0964,85.3246
639.94,0.406219,1.93277,3.90442,7.49759,15.9064,31.8215,53.0964,85.3246
640.04,0.406219,1.93277,3.90442,7.49759,15.9064,31.8215,53.0964,85.3246
640.14,0.406219,1.93277,3.89972,7.49759,15.9017,31.8215,53.1061,85.3246
640.24,0.384735,1.93277,3.8927,7.49289,15.8947,31.8184,53.0964,85.3148
640.34,0.396454,1.93277,3.8927,7.48587,15.8915,31.8168,53.0917,85.3148
640.44,0.401154,1.92966,3.8927,7.48587,15.8868,31.8184,53.0847,85.3148
640.54,0.396454,1.92496,3.8927,7.48587,15.8868,31.8137,53.0944,85.3199
640.64,0.401154,1.92496,3.89428,7.49057,15.8915,31.8184,53.0991,85.3176
640.74,0.408173,1.92496,3.90948,7.49759,15.8986,31.8351,53.1061,85.3117
640.84,0.399567,1.91324,3.8927,7.4761,15.8868,31.8234,53.0944,85.2953
640.94,0.404266,1.91013,3.8927,7.4761,15.8868,31.8187,53.0944,85.2953
641.04,0.404266,1.91519,3.90247,7.4761,15.8868,31.8215,53.0944,85.2953
641.14,0.404266,1.91049,3.90247,7.48587,15.8868,31.8215,53.0944,85.2953
641.24,0.3992,1.89371,3.8927,7.4761,15.8724,31.8117,53.0991,85.2855
641.34,0.409333,1.89682,3.89581,7.47922,15.8782,31.8265,53.1093,85.2886
641.44,0.401157,1.90348,3.8974,7.48081,15.8798,31.8234,53.1108,85.3
641.54,0.415985,1.90152,3.90246,7.48587,15.8849,31.8215,53.1159,85.3051
641.64,0.406219,1.89841,3.90247,7.49094,15.8818,31.8215,53.1159,85.3051
641.74,0.399567,1.88705,3.88605,7.4675,15.8821,31.8246,53.121,85.2886
641.84,0.40426,1.89175,3.89075,7.4722,15.8868,31.8195,53.1257,85.2886
641.94,0.404266,1.88199,3.88098,7.46243,15.8724,31.8098,53.1159,85.2719
642.04,0.404266,1.88199,3.88098,7.4722,15.8654,31.8195,53.1159,85.2766
642.14,0.408966,1.88669,3.88568,7.4769,15.8701,31.8242,53.1206,85.2883
642.24,0.427704,1.89371,3.88959,7.48392,15.874,31.8312,53.1276,85.2953
642.34,0.417938,1.88901,3.87512,7.47415,15.8595,31.8215,53.1179,85.2855
642.44,0.41794,1.88199,3.86536,7.47415,15.8595,31.8215,53.1276,85.2855
642.54,0.421051,1.88199,3.86847,7.47726,15.8724,31.8246,53.126,85.2886
642.64,0.425751,1.87222,3.86341,7.4722,15.8673,31.8242,53.1089,85.2738
642.74,0.421051,1.86752,3.8634,7.4722,15.8673,31.841,53.1257,85.2769
642.84,0.41403,1.8605,3.86652,7.4722,15.8626,31.841,53.1112,85.2816
642.94,0.407805,1.85739,3.8681,7.46908,15.8622,31.8379,53.1108,85.2687
643.04,0.404633,1.85269,3.8634,7.46439,15.8509,31.8363,53.1093,85.2769
643.14,0.410919,1.86441,3.8634,7.46439,15.8654,31.841,53.1139,85.2687
643.24,0.396454,1.85464,3.85364,7.45462,15.8556,31.8363,53.1042,85.2543
643.34,0.396454,1.85464,3.84387,7.45462,15.8603,31.8293,53.1042,85.2543
643.44,0.396454,1.84293,3.84387,7.45773,15.8673,31.8293,53.1089,85.2543
643.54,0.399567,1.85464,3.84387,7.45932,15.8673,31.8262,53.1159,85.2543
643.64,0.384735,1.84488,3.82941,7.44485,15.8528,31.8215,53.1061,85.2445
643.74,0.394501,1.84018,3.82709,7.44485,15.8458,31.8215,53.1061,85.2445
643.84,0.394504,1.83316,3.81964,7.44797,15.8458,31.8215,53.1061,85.2347
643.94,0.399205,1.83786,3.82203,7.45426,15.8505,31.8262,53.1108,85.2394
644.04,0.406219,1.84487,3.83606,7.45657,15.8673,31.8332,53.121,85.2465
644.14,0.40152,1.84018,3.8216,7.45187,15.8626,31.8238,53.121,85.2418
644.24,0.3992,1.83786,3.81927,7.44955,15.8603,31.8242,53.1187,85.2394
644.34,0.401515,1.84018,3.82159,7.44211,15.8626,31.8265,53.121,85.2418
644.44,0.404269,1.83316,3.81458,7.43509,15.8556,31.8195,53.114,85.2347
644.54,0.3992,1.82614,3.81927,7.43979,15.8572,31.8242,53.1186,85.2394
644.64,0.415985,1.83316,3.82629,7.44681,15.8693,31.841,53.1257,85.2418
644.74,0.396454,1.82339,3.81653,7.43234,15.8595,31.8281,53.1159,85.225
644.84,0.396454,1.82339,3.81653,7.42532,15.8595,31.8234,53.1159,85.225
644.94,0.39645,1.82339,3.81652,7.41555,15.8548,31.8234,53.1159,85.2297
645.04,0.386688,1.82846,3.80988,7.40891,15.8509,31.8168,53.1093,85.23
645.14,0.386688,1.83316,3.81457,7.4183,15.8556,31.8215,53.1139,85.225
645.24,0.386688,1.83316,3.81458,7.42532,15.8556,31.8168,53.114,85.2203
645.34,0.386688,1.83316,3.81458,7.42062,15.8556,31.8098,53.114,85.2133
645.44,0.386688,1.83316,3.80481,7.4136,15.8654,31.8098,53.1089,85.2035
645.54,0.386688,1.83316,3.81769,7.4136,15.8556,31.8098,53.1159,85.2133
645.64,0.374969,1.82144,3.81068,7.40189,15.8439,31.798,53.1042,85.2062
645.74,0.378082,1.82144,3.79779,7.40189,15.8489,31.8047,53.0995,85.2086
645.84,0.387486,1.82614,3.79779,7.39682,15.8369,31.8047,53.1019,85.216
645.94,0.381622,1.83316,3.81458,7.40073,15.8439,31.807,53.0995,85.2133
646.04,0.380035,1.83316,3.81458,7.39603,15.8536,31.8,53.0925,85.2133
646.14,0.374969,1.82339,3.80793,7.38626,15.8439,31.7805,53.0827,85.1937
646.24,0.374969,1.82339,3.81262,7.38626,15.8439,31.7805,53.0944,85.2035
646.34,0.379673,1.82809,3.81732,7.39096,15.8486,31.7852,53.1038,85.2082
646.44,0.386688,1.83511,3.82434,7.39798,15.8556,31.7922,53.1061,85.2054
646.54,0.396454,1.83511,3.82123,7.39798,15.8556,31.7922,53.1132,85.2054
646.64,0.393341,1.83511,3.81964,7.39798,15.8556,31.7922,53.1061,85.2101
646.74,0.383942,1.8273,3.81653,7.39328,15.8509,31.7875,53.0897,85.2125
646.84,0.376923,1.8187,3.80481,7.38626,15.8439,31.7852,53.0827,85.2054
646.94,0.376925,1.81168,3.80481,7.38626,15.8536,31.7922,53.0827,85.2054
647.04,0.381622,1.81637,3.80951,7.38119,15.8583,31.7969,53.0874,85.2101
647.14,0.388641,1.83511,3.81652,7.38821,15.8654,31.8039,53.0944,85.2172
647.24,0.388641,1.82339,3.81653,7.38821,15.8654,31.8039,53.0944,85.2172
647.34,0.391757,1.83823,3.81964,7.39133,15.8685,31.807,53.0944,85.2203
647.44,0.391754,1.84293,3.83411,7.39603,15.8732,31.8215,53.0944,85.225
647.54,0.384735,1.84293,3.83411,7.38626,15.8732,31.8215,53.0944,85.225
647.64,0.394501,1.84293,3.83411,7.38626,15.8732,31.8117,53.0944,85.225
647.74,0.394501,1.83121,3.83411,7.38626,15.8634,31.8215,53.1014,85.2203
647.84,0.394501,1.83121,3.83411,7.38626,15.8634,31.8215,53.0991,85.2133
647.94,0.394501,1.83121,3.82941,7.38626,15.8634,31.8215,53.1061,85.223
648.04,0.391388,1.83121,3.83215,7.38626,15.8681,31.8312,53.1061,85.223
648.14,0.386688,1.83121,3.83215,7.38626,15.8751,31.8265,53.0897,85.223
648.24,0.376923,1.83591,3.82239,7.38626,15.8751,31.8195,53.0944,85.2328
648.34,0.381989,1.84293,3.82239,7.38626,15.8751,31.8195,53.0944,85.2328
648.44,0.36991,1.84604,3.83216,7.38938,15.8704,31.8195,53.0827,85.2328
648.54,0.381989,1.8605,3.84191,7.40383,15.8732,31.841,53.0925,85.2523
648.64,0.371857,1.85739,3.83881,7.40073,15.8701,31.8231,53.0894,85.2539
648.74,0.367157,1.85269,3.83411,7.39291,15.8654,31.8137,53.0847,85.2613
648.84,0.371859,1.84293,3.83411,7.40109,15.8654,31.8285,53.0847,85.2543
648.94,0.381991,1.84604,3.83411,7.40891,15.8587,31.8215,53.0878,85.2574
649.04,0.381989,1.85544,3.82434,7.4136,15.8732,31.8332,53.0925,85.2621
649.14,0.374969,1.86246,3.83722,7.4183,15.8732,31.8332,53.0925,85.2621
649.24,0.386688,1.87418,3.85364,7.43234,15.8818,31.8449,53.1042,85.2738
649.34,0.386688,1.87418,3.85052,7.43002,15.8673,31.8449,53.1042,85.2738
649.44,0.386688,1.87418,3.8587,7.43234,15.8673,31.8449,53.1042,85.2738
649.54,0.386688,1.87418,3.8634,7.42532,15.8771,31.8449,53.0995,85.2738
649.64,0.386688,1.87418,3.8634,7.42532,15.8673,31.8449,53.0972,85.2707
649.74,0.386688,1.87418,3.8634,7.42532,15.8673,31.8449,53.1042,85.2789
649.84,0.386688,1.87418,3.86029,7.42532,15.8704,31.8332,53.1042,85.2707
649.94,0.386688,1.87418,3.85559,7.43002,15.8751,31.8449,53.1042,85.2691
650.04,0.386688,1.88394,3.85559,7.43704,15.8654,31.8449,53.1042,85.2738
650.14,0.396454,1.87418,3.85559,7.43704,15.8751,31.8332,53.0995,85.2738
650.24,0.396454,1.87418,3.86536,7.43704,15.8751,31.8332,53.0925,85.2738
650.34,0.401158,1.87888,3.87006,7.45151,15.8798,31.8379,53.0972,85.2687
650.44,0.398407,1.88589,3.86731,7.45853,15.8868,31.8449,53.1042,85.2758
650.54,0.408173,1.88589,3.87708,7.45853,15.8868,31.8449,53.1042,85.2758
650.64,0.398407,1.88589,3.87708,7.45853,15.8868,31.8402,53.1042,85.2758
650.74,0.398407,1.88589,3.86261,7.45853,15.874,31.8332,53.1042,85.266
650.84,0.408173,1.88589,3.86536,7.45383,15.8693,31.8379,53.1042,85.266
650.94,0.403113,1.87925,3.8556,7.45658,15.8693,31.8566,53.0991,85.2707
651.04,0.429657,1.8937,3.86535,7.46633,15.879,31.8664,53.1159,85.273
651.14,0.410126,1.88394,3.8603,7.45346,15.8693,31.8566,53.1061,85.2562
651.24,0.410126,1.88394,3.86261,7.44876,15.8693,31.8566,53.1159,85.2609
651.34,0.410128,1.87418,3.85559,7.45853,15.879,31.8566,53.1061,85.2777
651.44,0.413241,1.89176,3.85871,7.46164,15.8821,31.8511,53.1093,85.2808
651.54,0.421051,1.90347,3.8634,7.46634,15.8771,31.8605,53.1237,85.2855
651.64,0.425751,1.89371,3.8634,7.46634,15.8771,31.8605,53.1237,85.2758
651.74,0.425751,1.89371,3.8634,7.46634,15.8868,31.8605,53.119,85.2855
651.84,0.425751,1.89371,3.85364,7.46634,15.8868,31.8605,53.112,85.2808
651.94,0.435516,1.89682,3.85364,7.46634,15.8966,31.8605,53.112,85.2836
652.04,0.435516,1.90152,3.85364,7.46634,15.8966,31.8605,53.1069,85.2836
652.14,0.437103,1.89645,3.85833,7.4808,15.8966,31.8652,53.1186,85.2883
652.24,0.449188,1.90817,3.86536,7.47806,15.8966,31.8723,53.1307,85.2922
652.34,0.449188,1.91519,3.86536,7.47806,15.8966,31.8723,53.1284,85.2875
652.44,0.444489,1.91519,3.85559,7.48782,15.8935,31.8723,53.1307,85.2828
652.54,0.437469,1.91519,3.85559,7.48782,15.8888,31.8723,53.1237,85.2758
652.64,0.428864,1.90659,3.84699,7.47922,15.8802,31.8636,53.1054,85.2672
652.74,0.433563,1.91129,3.85168,7.47922,15.8849,31.8652,53.11,85.2766
652.84,0.433566,1.91129,3.85168,7.4722,15.8849,31.8605,53.1198,85.2933
652.94,0.448033,1.91599,3.85639,7.4769,15.8896,31.8684,53.1214,85.2836
653.04,0.449982,1.923,3.8634,7.48391,15.8966,31.8801,53.1237,85.2836
653.14,0.457001,1.923,3.8634,7.48392,15.8919,31.8801,53.1268,85.2883
653.24,0.457001,1.923,3.8634,7.48392,15.8849,31.877,53.1315,85.2953
653.34,0.450348,1.89877,3.85364,7.48587,15.8751,31.8625,53.1218,85.2855
653.44,0.45505,1.89176,3.86341,7.48587,15.8751,31.8656,53.1218,85.2953
653.54,0.459747,1.89334,3.8681,7.50033,15.8798,31.875,53.1312,85.3
653.64,0.466766,1.88589,3.87512,7.49759,15.8966,31.882,53.1452,85.307
653.74,0.4617,1.88589,3.87512,7.50735,15.8966,31.882,53.1452,85.2925
653.84,0.471835,1.89877,3.86847,7.5007,15.8997,31.8851,53.1385,85.2886
653.94,0.476532,1.89371,3.88293,7.51517,15.9013,31.8898,53.1432,85.2933
654.04,0.476532,1.89371,3.88293,7.51205,15.8966,31.8867,53.1432,85.2886
654.14,0.479645,1.90347,3.8927,7.50266,15.8966,31.882,53.1432,85.2914
654.24,0.484344,1.90347,3.8927,7.5054,15.8919,31.882,53.1432,85.2816
654.34,0.464813,1.89371,3.88293,7.48587,15.8751,31.8723,53.1335,85.2719
654.44,0.464816,1.88901,3.88294,7.48587,15.8868,31.8723,53.1335,85.2816
654.54,0.474213,1.88669,3.88763,7.49057,15.8915,31.8801,53.1479,85.2863
654.64,0.488251,1.88394,3.89465,7.49759,15.8986,31.8918,53.155,85.2933
654.74,0.481598,1.87418,3.89777,7.48782,15.8919,31.8851,53.1483,85.2867
654.84,0.486298,1.87418,3.90247,7.49759,15.8935,31.8801,53.153,85.3011
654.94,0.486295,1.87417,3.89776,7.49759,15.8888,31.8801,53.153,85.2914
655.04,0.481232,1.86911,3.88568,7.49253,15.8837,31.875,53.148,85.293
655.14,0.488251,1.87613,3.8927,7.49484,15.8907,31.882,53.155,85.2953
655.24,0.488251,1.88589,3.8927,7.48782,15.9005,31.882,53.155,85.2953
655.34,0.478491,1.86636,3.88293,7.47806,15.8907,31.8723,53.1452,85.2855
655.44,0.488251,1.87613,3.8927,7.48782,15.8958,31.8867,53.155,85.2953
655.54,0.498016,1.87613,3.88959,7.48782,15.8986,31.8937,53.1503,85.2953
655.64,0.491364,1.86948,3.888,7.48117,15.8872,31.8871,53.1366,85.2886
655.74,0.496063,1.88394,3.8927,7.48587,15.8849,31.8918,53.1413,85.2933
655.84,0.496066,1.88394,3.888,7.48587,15.8849,31.8918,53.1382,85.2933
655.94,0.500761,1.87417,3.89038,7.49563,15.8994,31.8965,53.1413,85.298
656.04,0.488251,1.87418,3.89465,7.48587,15.8935,31.889,53.155,85.2953
656.14,0.488251,1.87418,3.89465,7.48587,15.8888,31.882,53.155,85.2906
656.24,0.491364,1.87418,3.89465,7.48587,15.8888,31.882,53.155,85.2933
656.34,0.496057,1.87418,3.90637,7.48587,15.8888,31.882,53.155,85.2836
656.44,0.486298,1.8613,3.89191,7.4761,15.879,31.877,53.1421,85.2836
656.54,0.490997,1.86636,3.88959,7.47299,15.879,31.8793,53.1374,85.2805
656.64,0.493317,1.86166,3.89191,7.46829,15.8743,31.877,53.1374,85.2758
656.74,0.486298,1.85464,3.88489,7.46829,15.8673,31.884,53.1374,85.2875
656.84,0.4863,1.85464,3.88959,7.46829,15.872,31.8937,53.1374,85.2875
656.94,0.4863,1.86753,3.89972,7.47141,15.8919,31.8969,53.1405,85.2906
657.04,0.486298,1.86245,3.90442,7.48587,15.8966,31.9015,53.1335,85.2953
657.14,0.486298,1.85934,3.91418,7.48587,15.8919,31.9016,53.1452,85.2953
657.24,0.486298,1.85464,3.91418,7.48587,15.8849,31.8969,53.1335,85.2906
657.34,0.486296,1.85971,3.91418,7.48587,15.8849,31.8898,53.1335,85.2836
657.44,0.483182,1.84958,3.91107,7.48275,15.8818,31.8867,53.1257,85.2805
657.54,0.478485,1.84018,3.91614,7.48783,15.8771,31.882,53.1257,85.2758
657.64,0.478485,1.84293,3.90637,7.48312,15.8771,31.882,53.114,85.2758
657.74,0.481598,1.84293,3.91925,7.48392,15.8802,31.8851,53.1171,85.2789
657.84,0.483184,1.84958,3.92084,7.49252,15.8865,31.8984,53.1187,85.2805
657.94,0.481601,1.83823,3.91925,7.49094,15.8919,31.8969,53.1171,85.2672
658.04,0.486298,1.85269,3.92901,7.5054,15.8966,31.8984,53.1304,85.2719
658.14,0.486298,1.85269,3.922,7.51517,15.8966,31.882,53.1257,85.2719
658.24,0.483185,1.84488,3.91888,7.51205,15.8888,31.8937,53.1226,85.2687
658.34,0.481601,1.83627,3.9173,7.51047,15.8802,31.8937,53.121,85.2672
658.44,0.476532,1.84097,3.93176,7.51517,15.8849,31.8937,53.1257,85.2766
658.54,0.476532,1.84097,3.93176,7.51047,15.8849,31.8937,53.1257,85.2836
658.64,0.483185,1.84763,3.93841,7.52182,15.8915,31.9004,53.1323,85.2902
658.74,0.478485,1.84293,3.93372,7.51712,15.8837,31.9055,53.1374,85.2855
658.84,0.468719,1.83981,3.92395,7.50735,15.879,31.891,53.1276,85.2758
658.94,0.468727,1.83512,3.92085,7.50034,15.879,31.884,53.1276,85.2711
659.04,0.465179,1.84798,3.92901,7.52023,15.8919,31.8968,53.1307,85.2769
659.14,0.464813,1.84293,3.92395,7.51517,15.8771,31.8918,53.121,85.2621
659.24,0.471466,1.8613,3.9306,7.53354,15.8935,31.8984,53.1304,85.2734
659.34,0.457001,1.84683,3.9259,7.51907,15.8693,31.8793,53.1061,85.266
659.44,0.445282,1.84683,3.91614,7.51907,15.8693,31.8723,53.1061,85.266
659.54,0.442169,1.84683,3.91614,7.50266,15.8693,31.8723,53.1061,85.2562
659.64,0.437469,1.8566,3.91614,7.49564,15.8693,31.8723,53.1061,85.2562
659.74,0.449188,1.8519,3.9259,7.49564,15.8693,31.8723,53.1159,85.2562
659.84,0.44919,1.84488,3.9259,7.49564,15.8693,31.8723,53.1159,85.2593
659.94,0.452304,1.85776,3.92902,7.49875,15.8821,31.8754,53.1093,85.2672
660.04,0.457001,1.86245,3.93371,7.50345,15.8868,31.8801,53.1108,85.2687
660.14,0.457001,1.86246,3.93372,7.50345,15.8868,31.8848,53.1093,85.2672
660.24,0.452301,1.86246,3.92902,7.49368,15.8868,31.8871,53.1108,85.2621
660.34,0.455048,1.86246,3.9267,7.49368,15.8868,31.8801,53.1093,85.2621
660.44,0.455048,1.86246,3.93372,7.49838,15.8868,31.8898,53.1108,85.2523
660.54,0.455048,1.86246,3.92902,7.5054,15.8868,31.8898,53.0944,85.2523
660.64,0.455048,1.86716,3.922,7.5054,15.8868,31.8898,53.0944,85.2426
660.74,0.455048,1.86948,3.922,7.51517,15.8868,31.8867,53.0944,85.2473
660.84,0.443329,1.85074,3.91028,7.49875,15.8704,31.8703,53.078,85.2426
660.94,0.440216,1.85074,3.91028,7.49173,15.8732,31.8703,53.0757,85.2523
661.04,0.425751,1.85074,3.91028,7.49643,15.8634,31.8703,53.0827,85.2426
661.14,0.437469,1.86911,3.93176,7.51517,15.8751,31.882,53.0944,85.2543
661.24,0.440582,1.86441,3.93176,7.52689,15.8798,31.882,53.0944,85.2543
661.34,0.442167,1.85464,3.93176,7.52689,15.8868,31.882,53.0897,85.2543
661.44,0.437467,1.86129,3.92865,7.52377,15.8837,31.8789,53.0843,85.2512
661.54,0.434357,1.84684,3.92395,7.51908,15.879,31.884,53.0866,85.2465
661.64,0.429657,1.84683,3.92395,7.51437,15.879,31.884,53.0768,85.2465
661.74,0.429657,1.84683,3.92395,7.50735,15.879,31.884,53.0768,85.2465
661.84,0.429657,1.84995,3.92395,7.50735,15.879,31.884,53.0768,85.2465
661.94,0.429657,1.85464,3.93372,7.50735,15.879,31.884,53.0768,85.2418
662.04,0.439423,1.85464,3.92395,7.50735,15.879,31.884,53.0768,85.2347
662.14,0.439423,1.85464,3.92395,7.50735,15.879,31.8742,53.0768,85.225
662.24,0.439423,1.85464,3.92395,7.50735,15.879,31.884,53.0768,85.2347
662.34,0.439423,1.85153,3.93372,7.50735,15.8888,31.884,53.0768,85.2297
662.44,0.439423,1.84683,3.93372,7.51712,15.8888,31.8742,53.0768,85.232
662.54,0.434723,1.84683,3.93372,7.51712,15.8888,31.884,53.0768,85.225
662.64,0.437469,1.84683,3.9306,7.51205,15.8919,31.8742,53.0721,85.225
662.74,0.437469,1.84213,3.93762,7.51907,15.8966,31.8742,53.0698,85.225
662.84,0.432404,1.83511,3.93292,7.52884,15.8966,31.8644,53.0866,85.2152
662.94,0.439423,1.83511,3.9259,7.52884,15.8966,31.8644,53.0819,85.2152
663.04,0.439423,1.83511,3.9259,7.51437,15.8966,31.8644,53.0651,85.2152
663.14,0.449188,1.83511,3.9259,7.50735,15.9013,31.8644,53.0651,85.2152
663.24,0.452301,1.83823,3.9259,7.51047,15.9212,31.8676,53.078,85.2152
663.34,0.445282,1.83121,3.91418,7.50345,15.9095,31.8508,53.071,85.1918
663.44,0.445282,1.83121,3.90948,7.50345,15.9025,31.8508,53.071,85.1949
663.54,0.440582,1.83121,3.91223,7.50345,15.9025,31.8508,53.0663,85.1996
663.64,0.448029,1.82614,3.90716,7.50815,15.9072,31.8555,53.0542,85.2043
663.74,0.455048,1.83316,3.91418,7.51517,15.9142,31.8625,53.0612,85.2082
663.84,0.450344,1.82846,3.90948,7.51047,15.9064,31.8675,53.0534,85.2019
663.94,0.443329,1.81833,3.90247,7.50345,15.8947,31.8605,53.0417,85.1996
664.04,0.440216,1.81674,3.90247,7.50345,15.8947,31.8605,53.0319,85.2113
664.14,0.435516,1.83121,3.90247,7.50345,15.8947,31.8636,53.0448,85.2082
664.24,0.425751,1.81833,3.90247,7.49368,15.8849,31.8555,53.0397,85.1937
664.34,0.425751,1.81363,3.90247,7.49368,15.8966,31.8508,53.0366,85.182
664.44,0.425745,1.81362,3.90246,7.49368,15.8966,31.8441,53.0221,85.182
664.54,0.425751,1.80698,3.88294,7.48081,15.8868,31.8391,53.0124,85.1722
664.64,0.433563,1.81638,3.88763,7.48392,15.8915,31.8438,53.0171,85.1769
664.74,0.442169,1.82028,3.89465,7.49252,15.9114,31.8508,53.0241,85.184
664.84,0.437469,1.81558,3.90442,7.49759,15.9161,31.8508,53.0241,85.184
664.94,0.437469,1.81558,3.90442,7.49759,15.913,31.8555,53.0143,85.184
665.04,0.437469,1.81558,3.89465,7.49759,15.9114,31.8578,53.0143,85.184
665.14,0.447235,1.81558,3.90442,7.49289,15.9161,31.8508,53.0143,85.1957
665.24,0.442535,1.81558,3.90442,7.48587,15.9161,31.8508,53.0143,85.191
665.34,0.445282,1.81088,3.90442,7.48587,15.9161,31.8508,53.0096,85.184
665.44,0.445282,1.7941,3.90442,7.48587,15.9259,31.8508,53.0026,85.184
665.54,0.440582,1.7941,3.91418,7.48587,15.9259,31.8508,52.9976,85.184
665.64,0.433563,1.7941,3.91418,7.48587,15.9259,31.8391,53.0046,85.1906
665.74,0.43045,1.7941,3.90948,7.48587,15.9259,31.8438,53.0046,85.1859
665.84,0.421047,1.7894,3.89777,7.49094,15.9181,31.8461,52.9999,85.1812
665.94,0.414032,1.78238,3.88098,7.48392,15.9161,31.8508,52.9929,85.1793
666.04,0.414032,1.77768,3.88098,7.48392,15.9064,31.8508,52.9882,85.1625
666.14,0.410919,1.76755,3.87787,7.4808,15.9033,31.8477,52.978,85.1594
666.24,0.409332,1.76596,3.88605,7.48587,15.9017,31.8344,52.9811,85.1628
666.34,0.414032,1.77066,3.88763,7.48587,15.9161,31.8391,52.9882,85.1605
666.44,0.419098,1.77066,3.88293,7.48587,15.9064,31.8391,52.9811,85.1574
666.54,0.416779,1.78043,3.88293,7.49094,15.9064,31.8391,52.9811,85.1527
666.64,0.419098,1.77731,3.88293,7.48392,15.9161,31.8391,52.9811,85.1527
666.74,0.412079,1.77261,3.8927,7.48392,15.9161,31.8391,52.9714,85.1527
666.84,0.412079,1.77261,3.888,7.48392,15.9161,31.8391,52.9714,85.1527
666.94,0.412079,1.77261,3.88098,7.47415,15.9064,31.8293,52.9714,85.1578
667.04,0.412079,1.77261,3.88098,7.47415,15.9064,31.8391,52.9761,85.1508
667.14,0.412079,1.77261,3.88098,7.47415,15.9161,31.8391,52.9831,85.1476
667.24,0.414032,1.76285,3.87122,7.45969,15.9064,31.8293,52.9636,85.1332
667.34,0.414035,1.76285,3.88098,7.46243,15.8966,31.8293,52.9636,85.1332
667.44,0.41873,1.77731,3.88568,7.46713,15.8966,31.834,52.9683,85.1429
667.54,0.415985,1.77457,3.87982,7.46439,15.8868,31.8312,52.9655,85.1332
667.64,0.404266,1.77768,3.87512,7.46439,15.8868,31.8265,52.9557,85.1332
667.74,0.404266,1.77927,3.86536,7.47104,15.8868,31.8242,52.9557,85.1332
667.84,0.415985,1.77457,3.86536,7.46634,15.8868,31.8265,52.9557,85.1429
667.94,0.415985,1.77457,3.86536,7.46634,15.8868,31.8195,52.9557,85.1429
668.04,0.415985,1.78433,3.86536,7.46634,15.8868,31.8359,52.9557,85.1429
668.14,0.412872,1.78433,3.87512,7.46634,15.8868,31.8312,52.9557,85.1398
668.24,0.398407,1.77457,3.86536,7.45657,15.8771,31.8215,52.946,85.1254
668.34,0.398407,1.77457,3.86536,7.45657,15.8771,31.8168,52.946,85.1254
668.44,0.398407,1.78433,3.86536,7.45657,15.8673,31.8098,52.9362,85.1351
668.54,0.398407,1.78433,3.86536,7.45657,15.8642,31.8098,52.9362,85.1351
668.64,0.403107,1.78903,3.87317,7.46127,15.8642,31.8113,52.9409,85.1351
668.74,0.400726,1.78665,3.88019,7.45889,15.8665,31.809,52.9432,85.1304
668.84,0.386688,1.77731,3.87317,7.44485,15.8595,31.8019,52.9362,85.1234
668.94,0.386691,1.78434,3.87317,7.44486,15.8595,31.8019,52.9362,85.1332
669.04,0.391388,1.78903,3.87787,7.45932,15.8642,31.8184,52.9292,85.1379
669.14,0.393707,1.79135,3.88019,7.46164,15.8665,31.8207,52.9315,85.1402
669.24,0.386688,1.77963,3.87787,7.45462,15.8497,31.8137,52.9245,85.1332
669.34,0.376929,1.76285,3.87042,7.44485,15.84,31.8039,52.905,85.1136
669.44,0.386688,1.77261,3.87317,7.45462,15.838,31.8137,52.9147,85.1332
669.54,0.386688,1.77261,3.87317,7.46439,15.838,31.8137,52.9147,85.1332
669.64,0.383575,1.77261,3.87317,7.46439,15.838,31.8137,52.9147,85.1301
669.74,0.378876,1.77261,3.87317,7.46439,15.8282,31.8168,52.9178,85.1254
